id,ground_truth_action,ground_truth_product,ground_truth_quantity,tier_0_clean,tier_1_lexical,tier_2_conversational,tier_3_cognitive
cmd_0738,remove,cat litter,10,Remove 10 cat litter.,rmve 10 cat litter,"Uhm, let me see... could you please remove 10 cat litter?","I need 13 cat litter, hold on, change that to 10."
cmd_0739,update,sugar,3,Update sugar to 3.,update sugar to 3,"Hey, I changed my mind, can you update 3 sugar?","Update 5 sugar... wait, actually make it 3."
cmd_0740,remove,conditioner,7,Remove 7 conditioner.,remove 7 conditioner pls,"Uhm, let me see... could you please remove 7 conditioner?","Remove conditioner, let's say 5 of them... wait, double check that, just do 7."
cmd_0741,update,toothpaste,9,Update toothpaste to 9.,update toothpaste to 9 rn,"Umm, could you go ahead and update 9 toothpaste?","Update toothpaste, let's say 8 of them... wait, double check that, just do 9."
cmd_0742,remove,conditioner,7,Remove 7 conditioner.,remove 7 conditioner,"Umm, could you go ahead and remove 7 conditioner?","Remove conditioner, let's say 6 of them... wait, double check that, just do 7."
cmd_0743,update,avocado,7,Update avocado to 7.,update avocado to 7,"I was thinking, maybe update 7 avocado to the list.","Put 5 avocado in there... actually no, update 7 instead."
cmd_0744,update,orange juice,3,Update orange juice to 3.,update orange juice to 3 pls,"So, uh, for the orange juice, let's update 3.","Update 1 orange juice... wait, actually make it 3."
cmd_0745,add,olive oil,5,Add 5 olive oil.,add 5 olive oil pls,"So, uh, for the olive oil, let's add 5.","I need 3 olive oil, hold on, change that to 5."
cmd_0746,update,garlic,8,Update garlic to 8.,update garlic to 8,"I was thinking, maybe update 8 garlic to the list.","Put 6 garlic in there... actually no, update 8 instead."
cmd_0747,add,wireless mouse,3,Add 3 wireless mouse.,add 3 wireless mouse pls,"So, uh, for the wireless mouse, let's add 3.","Put 4 wireless mouse in there... actually no, add 3 instead."
cmd_0748,update,frozen pizza,7,Update frozen pizza to 7.,update frozen pizza to 7,"Umm, could you go ahead and update 7 frozen pizza?","Update 6 frozen pizza... wait, actually make it 7."
cmd_0749,update,cat litter,5,Update cat litter to 5.,update cat littr to 5 rn,"Oh, I almost forgot, please update 5 cat litter.","Update cat litter, let's say 7 of them... wait, double check that, just do 5."
cmd_0750,add,tofu,4,Add 4 tofu.,add 4 tfu,"So, uh, for the tofu, let's add 4.","Put 5 tofu in there... actually no, add 4 instead."
cmd_0751,add,socks,1,Add 1 socks.,add 1 socks,"Uhm, let me see... could you please add 1 socks?","I need 3 socks, hold on, change that to 1."
cmd_0752,update,tomato sauce,2,Update tomato sauce to 2.,update tomato sauce to 2 rn,"Oh, I almost forgot, please update 2 tomato sauce.","Put 4 tomato sauce in there... actually no, update 2 instead."
cmd_0753,remove,bird seed,9,Remove 9 bird seed.,remove 9 bird seed pls,"I was thinking, maybe remove 9 bird seed to the list.","Put 12 bird seed in there... actually no, remove 9 instead."
cmd_0754,update,eggs,3,Update eggs to 3.,update eggs to 3,"Hey, I changed my mind, can you update 3 eggs?","Update eggs, let's say 6 of them... wait, double check that, just do 3."
cmd_0755,update,black pepper,3,Update black pepper to 3.,update black pepper to 3,"Oh, I almost forgot, please update 3 black pepper.","I need 2 black pepper, hold on, change that to 3."
cmd_0756,update,apples,5,Update apples to 5.,update apples to 5,"Hey, I changed my mind, can you update 5 apples?","Update 8 apples... wait, actually make it 5."
cmd_0757,add,bird seed,5,Add 5 bird seed.,add 5 bird seed,"I was thinking, maybe add 5 bird seed to the list.","Add bird seed, let's say 4 of them... wait, double check that, just do 5."
cmd_0758,remove,olive oil,9,Remove 9 olive oil.,remove 9 olive oil,"I was thinking, maybe remove 9 olive oil to the list.","I need 12 olive oil, hold on, change that to 9."
cmd_0759,add,bird seed,9,Add 9 bird seed.,add 9 bird sd rn,"So, uh, for the bird seed, let's add 9.","I need 8 bird seed, hold on, change that to 9."
cmd_0760,add,sugar,8,Add 8 sugar.,add 8 sgar,"Uhm, let me see... could you please add 8 sugar?","I need 9 sugar, hold on, change that to 8."
cmd_0761,remove,jeans,5,Remove 5 jeans.,remove 5 jeans pls,"So, uh, for the jeans, let's remove 5.","Remove 8 jeans... wait, actually make it 5."
cmd_0762,remove,frozen pizza,8,Remove 8 frozen pizza.,remove 8 frozen pizza rn,"Alright, so I also want to remove 8 frozen pizza.","Put 10 frozen pizza in there... actually no, remove 8 instead."
cmd_0763,add,balsamic vinegar,9,Add 9 balsamic vinegar.,add 9 balsamic vnegar,"Hey, I changed my mind, can you add 9 balsamic vinegar?","I need 12 balsamic vinegar, hold on, change that to 9."
cmd_0764,add,salt,8,Add 8 salt.,add 8 salt,"Hey, I changed my mind, can you add 8 salt?","Put 6 salt in there... actually no, add 8 instead."
cmd_0765,remove,gluten-free bread,3,Remove 3 gluten-free bread.,remove 3 gluten-free bread rn,"Alright, so I also want to remove 3 gluten-free bread.","Remove gluten-free bread, let's say 5 of them... wait, double check that, just do 3."
cmd_0766,update,dog food,3,Update dog food to 3.,update dog food to 3,"Uhm, let me see... could you please update 3 dog food?","Update 1 dog food... wait, actually make it 3."
cmd_0767,add,cheddar cheese,6,Add 6 cheddar cheese.,add 6 cheddar cheese,"I was thinking, maybe add 6 cheddar cheese to the list.","Add cheddar cheese, let's say 4 of them... wait, double check that, just do 6."
cmd_0768,remove,jeans,5,Remove 5 jeans.,remove 5 jeans pls,"Umm, could you go ahead and remove 5 jeans?","Put 4 jeans in there... actually no, remove 5 instead."
cmd_0769,remove,pet treats,2,Remove 2 pet treats.,remove 2 pet treats pls,"I was thinking, maybe remove 2 pet treats to the list.","Put 4 pet treats in there... actually no, remove 2 instead."
cmd_0770,add,salmon fillet,3,Add 3 salmon fillet.,add 3 slmn fillet rn,"Uhm, let me see... could you please add 3 salmon fillet?","Add salmon fillet, let's say 5 of them... wait, double check that, just do 3."
cmd_0771,update,winter jacket,4,Update winter jacket to 4.,update winter jacket to 4,"Hey, I changed my mind, can you update 4 winter jacket?","Update 5 winter jacket... wait, actually make it 4."
cmd_0772,add,gluten-free bread,1,Add 1 gluten-free bread.,add 1 gluten-free bread rn,"Hey, I changed my mind, can you add 1 gluten-free bread?","Add gluten-free bread, let's say 2 of them... wait, double check that, just do 1."
cmd_0773,remove,laundry detergent,5,Remove 5 laundry detergent.,rmv 5 laundry detergent,"Umm, could you go ahead and remove 5 laundry detergent?","Put 6 laundry detergent in there... actually no, remove 5 instead."
cmd_0774,update,socks,4,Update socks to 4.,update socks to 4 pls,"I was thinking, maybe update 4 socks to the list.","Put 3 socks in there... actually no, update 4 instead."
cmd_0775,update,salt,2,Update salt to 2.,updte salt to 2 rn,"Hey, I changed my mind, can you update 2 salt?","I need 4 salt, hold on, change that to 2."
cmd_0776,update,dish soap,6,Update dish soap to 6.,update dish soap to 6,"Uhm, let me see... could you please update 6 dish soap?","I need 5 dish soap, hold on, change that to 6."
cmd_0777,update,eggs,5,Update eggs to 5.,updt eggs to 5,"Uhm, let me see... could you please update 5 eggs?","Update eggs, let's say 4 of them... wait, double check that, just do 5."
cmd_0778,update,trash bags,9,Update trash bags to 9.,update trash bags to 9 pls,"I was thinking, maybe update 9 trash bags to the list.","Update trash bags, let's say 7 of them... wait, double check that, just do 9."
cmd_0779,update,dog food,9,Update dog food to 9.,update dog food to 9 pls,"Umm, could you go ahead and update 9 dog food?","I need 8 dog food, hold on, change that to 9."
cmd_0780,add,shampoo,3,Add 3 shampoo.,add 3 shmpo rn,"Uhm, let me see... could you please add 3 shampoo?","I need 1 shampoo, hold on, change that to 3."
cmd_0781,update,tofu,6,Update tofu to 6.,update tofu to 6 pls,"Umm, could you go ahead and update 6 tofu?","I need 7 tofu, hold on, change that to 6."
cmd_0782,add,shampoo,1,Add 1 shampoo.,add 1 shampoo pls,"Uhm, let me see... could you please add 1 shampoo?","Add 4 shampoo... wait, actually make it 1."
cmd_0783,update,bird seed,7,Update bird seed to 7.,update bird seed to 7,"Hey, I changed my mind, can you update 7 bird seed?","Update bird seed, let's say 10 of them... wait, double check that, just do 7."
cmd_0784,add,salt,4,Add 4 salt.,add 4 salt,"Oh, I almost forgot, please add 4 salt.","Put 3 salt in there... actually no, add 4 instead."
cmd_0785,update,tomato sauce,3,Update tomato sauce to 3.,update tomato sauce to 3 pls,"I was thinking, maybe update 3 tomato sauce to the list.","Update 5 tomato sauce... wait, actually make it 3."
cmd_0786,update,balsamic vinegar,3,Update balsamic vinegar to 3.,update balsamic vinegar to 3,"I was thinking, maybe update 3 balsamic vinegar to the list.","Put 1 balsamic vinegar in there... actually no, update 3 instead."
cmd_0787,add,pet treats,2,Add 2 pet treats.,add 2 pet treats pls,"Oh, I almost forgot, please add 2 pet treats.","I need 4 pet treats, hold on, change that to 2."
cmd_0788,update,apples,4,Update apples to 4.,updt apples to 4 pls,"Umm, could you go ahead and update 4 apples?","Update 5 apples... wait, actually make it 4."
cmd_0789,add,gluten-free bread,2,Add 2 gluten-free bread.,add 2 gluten-free bread pls,"Hey, I changed my mind, can you add 2 gluten-free bread?","Put 4 gluten-free bread in there... actually no, add 2 instead."
cmd_0790,remove,trash bags,3,Remove 3 trash bags.,remove 3 trash bags,"Uhm, let me see... could you please remove 3 trash bags?","Put 5 trash bags in there... actually no, remove 3 instead."
cmd_0791,add,laptop sleeve,2,Add 2 laptop sleeve.,add 2 laptop sleeve pls,"Uhm, let me see... could you please add 2 laptop sleeve?","Put 5 laptop sleeve in there... actually no, add 2 instead."
cmd_0792,add,sugar,9,Add 9 sugar.,add 9 sugar,"Umm, could you go ahead and add 9 sugar?","I need 10 sugar, hold on, change that to 9."
cmd_0793,add,socks,8,Add 8 socks.,add 8 socks rn,"Uhm, let me see... could you please add 8 socks?","Put 7 socks in there... actually no, add 8 instead."
cmd_0794,remove,cheddar cheese,7,Remove 7 cheddar cheese.,remove 7 cheddar cheese pls,"Alright, so I also want to remove 7 cheddar cheese.","Put 8 cheddar cheese in there... actually no, remove 7 instead."
cmd_0795,add,paper towels,3,Add 3 paper towels.,add 3 paper towels,"Oh, I almost forgot, please add 3 paper towels.","Put 4 paper towels in there... actually no, add 3 instead."
cmd_0796,update,t-shirt,7,Update t-shirt to 7.,update t-shirt to 7,"Umm, could you go ahead and update 7 t-shirt?","Put 9 t-shirt in there... actually no, update 7 instead."
cmd_0797,update,apples,4,Update apples to 4.,update apples to 4 rn,"Uhm, let me see... could you please update 4 apples?","I need 2 apples, hold on, change that to 4."
cmd_0798,remove,pet treats,3,Remove 3 pet treats.,remove 3 pet treats rn,"Oh, I almost forgot, please remove 3 pet treats.","Remove 2 pet treats... wait, actually make it 3."
cmd_0799,update,eggs,2,Update eggs to 2.,update eggs to 2,"I was thinking, maybe update 2 eggs to the list.","Update 4 eggs... wait, actually make it 2."
cmd_0800,remove,tofu,3,Remove 3 tofu.,remove 3 tofu pls,"Hey, I changed my mind, can you remove 3 tofu?","Put 5 tofu in there... actually no, remove 3 instead."
cmd_0801,update,balsamic vinegar,5,Update balsamic vinegar to 5.,update balsamic vinegar to 5 pls,"Uhm, let me see... could you please update 5 balsamic vinegar?","Put 3 balsamic vinegar in there... actually no, update 5 instead."
cmd_0802,update,AA batteries,1,Update AA batteries to 1.,update aa batteries to 1 pls,"Umm, could you go ahead and update 1 AA batteries?","I need 4 AA batteries, hold on, change that to 1."
cmd_0803,update,laptop sleeve,7,Update laptop sleeve to 7.,update laptop slev to 7,"Umm, could you go ahead and update 7 laptop sleeve?","Update 10 laptop sleeve... wait, actually make it 7."
cmd_0804,update,black pepper,8,Update black pepper to 8.,update black pepper to 8 rn,"Uhm, let me see... could you please update 8 black pepper?","Update 6 black pepper... wait, actually make it 8."
cmd_0805,remove,tofu,6,Remove 6 tofu.,remve 6 tofu,"I was thinking, maybe remove 6 tofu to the list.","Put 4 tofu in there... actually no, remove 6 instead."
cmd_0806,remove,apples,10,Remove 10 apples.,remove 10 apples pls,"So, uh, for the apples, let's remove 10.","I need 8 apples, hold on, change that to 10."
cmd_0807,add,dish soap,5,Add 5 dish soap.,add 5 dish soap rn,"I was thinking, maybe add 5 dish soap to the list.","I need 3 dish soap, hold on, change that to 5."
cmd_0808,remove,bird seed,9,Remove 9 bird seed.,rmov 9 bird seed pls,"Hey, I changed my mind, can you remove 9 bird seed?","Remove 11 bird seed... wait, actually make it 9."
cmd_0809,update,apples,4,Update apples to 4.,update apples to 4 pls,"Umm, could you go ahead and update 4 apples?","I need 7 apples, hold on, change that to 4."
cmd_0810,remove,eggs,6,Remove 6 eggs.,remove 6 eggs pls,"I was thinking, maybe remove 6 eggs to the list.","Put 8 eggs in there... actually no, remove 6 instead."
cmd_0811,add,frozen pizza,10,Add 10 frozen pizza.,add 10 frozen pizza rn,"Oh, I almost forgot, please add 10 frozen pizza.","Add 11 frozen pizza... wait, actually make it 10."
cmd_0812,remove,bananas,8,Remove 8 bananas.,remove 8 bananas pls,"Oh, I almost forgot, please remove 8 bananas.","I need 10 bananas, hold on, change that to 8."
cmd_0813,remove,running shoes,8,Remove 8 running shoes.,remove 8 rnning shoes,"I was thinking, maybe remove 8 running shoes to the list.","Remove running shoes, let's say 7 of them... wait, double check that, just do 8."
cmd_0814,remove,olive oil,10,Remove 10 olive oil.,remove 10 olive oil pls,"I was thinking, maybe remove 10 olive oil to the list.","Remove 8 olive oil... wait, actually make it 10."
cmd_0815,update,t-shirt,9,Update t-shirt to 9.,updte t-shirt to 9 rn,"Alright, so I also want to update 9 t-shirt.","Update t-shirt, let's say 11 of them... wait, double check that, just do 9."
cmd_0816,add,apples,3,Add 3 apples.,add 3 apples rn,"So, uh, for the apples, let's add 3.","I need 1 apples, hold on, change that to 3."
cmd_0817,remove,tofu,8,Remove 8 tofu.,remove 8 tof rn,"Hey, I changed my mind, can you remove 8 tofu?","Remove 9 tofu... wait, actually make it 8."
cmd_0818,update,pet treats,7,Update pet treats to 7.,updt pet treats to 7,"So, uh, for the pet treats, let's update 7.","Update 6 pet treats... wait, actually make it 7."
cmd_0819,add,Greek yogurt,5,Add 5 Greek yogurt.,add 5 greek yogurt,"So, uh, for the Greek yogurt, let's add 5.","Add 4 Greek yogurt... wait, actually make it 5."
cmd_0820,add,sugar,6,Add 6 sugar.,add 6 sgar,"I was thinking, maybe add 6 sugar to the list.","I need 8 sugar, hold on, change that to 6."
cmd_0821,update,ground beef,7,Update ground beef to 7.,update ground beef to 7 rn,"I was thinking, maybe update 7 ground beef to the list.","Update 8 ground beef... wait, actually make it 7."
cmd_0822,add,black pepper,3,Add 3 black pepper.,add 3 black pepper pls,"I was thinking, maybe add 3 black pepper to the list.","Add black pepper, let's say 1 of them... wait, double check that, just do 3."
cmd_0823,add,shampoo,8,Add 8 shampoo.,add 8 shmpo,"Hey, I changed my mind, can you add 8 shampoo?","Put 9 shampoo in there... actually no, add 8 instead."
cmd_0824,add,toothbrush,10,Add 10 toothbrush.,add 10 toothbrush,"Oh, I almost forgot, please add 10 toothbrush.","Add toothbrush, let's say 8 of them... wait, double check that, just do 10."
cmd_0825,update,black pepper,7,Update black pepper to 7.,update black pepper to 7 pls,"Hey, I changed my mind, can you update 7 black pepper?","Update black pepper, let's say 9 of them... wait, double check that, just do 7."
cmd_0826,remove,usb-c cable,9,Remove 9 usb-c cable.,remove 9 usb-c cable,"So, uh, for the usb-c cable, let's remove 9.","Remove 12 usb-c cable... wait, actually make it 9."
